Loan number,int_rate,loan_amnt,term (months),installment,dti,delinq_2yrs,annual_inc,grade,emp_title,emp_length,home_ownership,verification_status,issue_d
855,0.1036,25000,36,811,24.11,0,110000,B,,3 years,MORTGAGE,Verified,10/01/2010
856,0.1521,3500,36,122,0.93,0,48000,D,,4 years,RENT,Not Verified,07/01/2010
857,0.1349,18000,60,414,13.7,0,40900,C,,10+ years,MORTGAGE,Verified,12/01/2011
858,0.1074,5500,36,179,15.62,0,60000,B,,10+ years,MORTGAGE,Not Verified,01/01/2011
859,0.0963,15000,36,481,11.73,0,97000,B,,10+ years,OWN,Source Verified,03/01/2011
860,0.1099,9600,36,314,10.04,0,85000,B,,2 years,RENT,Not Verified,08/01/2011
861,0.1189,15000,36,497,19.61,0,70000,B,,6 years,RENT,Source Verified,06/01/2009
862,0.1059,4400,36,143,22.55,0,26496,B,,7 years,OWN,Verified,08/01/2011
863,0.1862,30000,36,"1,094",25.56,0,90000,F,,10+ years,RENT,Verified,04/01/2011
864,0.1149,20000,60,440,20.94,0,85000,B,,6 years,RENT,Verified,09/01/2011
865,0.1189,1200,36,40,24.09,0,13000,B,,1 year,RENT,Not Verified,07/01/2009
866,0.1521,3000,36,104,5.45,1,70000,D,,7 years,RENT,Verified,09/01/2010
867,0.1148,13200,36,435,13.79,0,42200,B,,5 years,MORTGAGE,Not Verified,08/01/2009
868,0.0976,9500,36,305,4.8,1,64064,B,,4 years,MORTGAGE,Not Verified,03/01/2008
869,0.0751,6500,36,202,16.57,0,92052,A,,6 years,MORTGAGE,Not Verified,04/01/2010
870,0.1607,16000,36,563,12.74,2,95904,D,,10+ years,MORTGAGE,Not Verified,01/01/2010
871,0.1242,3350,60,75,11.42,0,42996,B,,5 years,MORTGAGE,Verified,10/01/2011
872,0.1599,35000,36,"1,230",10.51,0,98000,D,,< 1 year,MORTGAGE,Verified,06/01/2011
873,0.0963,12000,36,385,13.14,0,210000,A,,10+ years,MORTGAGE,Verified,03/01/2009
874,0.16,12000,36,422,11.2,0,54000,D,,10+ years,MORTGAGE,Not Verified,10/01/2009
875,0.1595,10750,36,378,22.78,0,37400,D,,3 years,MORTGAGE,Not Verified,06/01/2010
876,0.0676,4400,36,135,6.73,0,23000,A,,n/a,MORTGAGE,Source Verified,07/01/2010
877,0.1149,3000,36,99,22.26,0,27600,B,,1 year,OWN,Not Verified,08/01/2011
878,0.1242,14000,36,468,19.8,0,72000,B,,9 years,MORTGAGE,Verified,11/01/2011
879,0.138,25000,60,579,4.13,0,185000,C,,1 year,MORTGAGE,Verified,03/01/2011
880,0.0729,4000,36,124,21.27,0,58000,A,,1 year,MORTGAGE,Not Verified,01/01/2011
881,0.1427,20000,36,686,8.74,0,201000,C,,3 years,MORTGAGE,Source Verified,09/01/2011
882,0.1223,12000,36,400,13.96,0,40500,C,,< 1 year,MORTGAGE,Not Verified,11/01/2010
883,0.1306,35000,36,"1,180",21.04,0,100000,C,,2 years,MORTGAGE,Source Verified,03/01/2011
884,0.0999,6000,36,194,3.76,0,20400,B,,< 1 year,RENT,Not Verified,09/01/2011
885,0.1322,13500,36,456,9.3,0,59068,C,,10+ years,MORTGAGE,Not Verified,11/01/2009
886,0.1197,10000,36,332,24.94,0,60000,C,,10+ years,RENT,Not Verified,04/01/2008
887,0.157,10000,36,350,17.25,1,70000,D,,6 years,MORTGAGE,Not Verified,05/01/2010
888,0.0788,4000,36,125,7.54,0,26748,A,,8 years,OWN,Not Verified,04/01/2010
889,0.1465,16550,60,391,9.88,0,52000,C,,7 years,MORTGAGE,Source Verified,12/01/2011
890,0.1261,7000,36,235,22.37,0,75000,C,,2 years,RENT,Source Verified,10/01/2010
891,0.1199,8000,36,266,16.03,0,25000,B,,6 years,RENT,Not Verified,05/01/2011
892,0.1099,30000,36,982,14.46,0,125000,B,,10+ years,MORTGAGE,Verified,08/01/2011
893,0.1036,25000,36,811,0.94,0,102400,B,,10+ years,RENT,Source Verified,11/01/2010
894,0.1913,5500,36,202,3.58,0,144000,F,,8 years,RENT,Not Verified,10/01/2009
895,0.0654,15000,36,460,6.26,0,126000,A,,10+ years,MORTGAGE,Verified,12/01/2010
896,0.1335,3850,36,130,10.24,1,60000,C,,5 years,MORTGAGE,Not Verified,11/01/2010
897,0.0599,13250,36,403,16.82,0,52000,A,,10+ years,MORTGAGE,Verified,09/01/2011
898,0.1311,9250,60,211,14.2,0,21300,C,,6 years,OWN,Verified,05/01/2010
899,0.0859,4000,36,126,21.85,0,24000,A,,2 years,RENT,Source Verified,09/01/2009
900,0.1311,4500,36,152,11.33,0,50000,C,,3 years,RENT,Not Verified,04/01/2010
901,0.0654,10000,36,307,21.1,0,98000,A,,7 years,MORTGAGE,Source Verified,10/01/2010
902,0.0999,12800,36,413,8.78,0,83820,B,,5 years,MORTGAGE,Not Verified,09/01/2011
903,0.1727,18550,60,464,17.93,0,54000,D,,4 years,MORTGAGE,Verified,11/01/2011
904,0.1727,22000,60,550,13.8,0,84000,D,,10+ years,RENT,Verified,12/01/2011
905,0.0788,12000,36,375,16.27,0,110000,A,,10+ years,MORTGAGE,Not Verified,02/01/2010
906,0.1677,10000,60,247,5.6,1,60000,E,,5 years,MORTGAGE,Source Verified,03/01/2011
907,0.1099,5000,60,109,16.39,1,22992,B,,n/a,MORTGAGE,Verified,08/01/2011
908,0.0766,10000,36,312,5.06,0,65000,A,,1 year,RENT,Source Verified,02/01/2011
909,0.1361,18500,36,629,22.11,0,55784,C,,2 years,RENT,Source Verified,07/01/2010
910,0.1632,10000,60,245,14.8,0,27480,D,,n/a,RENT,Not Verified,10/01/2010
911,0.0963,7750,36,249,11.36,0,49000,A,,2 years,RENT,Not Verified,04/01/2009
912,0.089,3500,60,72,21.76,0,55200,A,,n/a,RENT,Source Verified,11/01/2011
913,0.1596,18950,36,666,18,1,60000,C,,7 years,RENT,Verified,09/01/2011
914,0.1099,2000,36,65,16.99,0,50000,B,,5 years,MORTGAGE,Not Verified,08/01/2011
915,0.0849,9000,36,284,25.08,0,55070,A,,< 1 year,RENT,Verified,06/01/2011
916,0.1322,18000,36,608,12.33,0,47682,C,,7 years,MORTGAGE,Verified,12/01/2009
917,0.1799,7000,60,178,17.17,0,80004,E,,7 years,MORTGAGE,Not Verified,07/01/2011
918,0.1749,19200,60,482,17.25,1,46200,D,,3 years,OWN,Not Verified,05/01/2011
919,0.1557,8000,60,193,14.77,1,26400,D,,10+ years,RENT,Source Verified,12/01/2010
920,0.0617,10000,60,194,16.65,0,48000,A,,n/a,OWN,Not Verified,10/01/2010
921,0.1322,9600,36,324,11.44,4,100000,C,,< 1 year,MORTGAGE,Not Verified,12/01/2009
922,0.1427,10000,36,343,20.05,0,77400,C,,10+ years,MORTGAGE,Verified,12/01/2011
923,0.1442,8125,36,279,0,1,12000,D,,< 1 year,OWN,Not Verified,03/01/2009
924,0.1199,20200,60,449,1.31,0,42000,B,,2 years,RENT,Verified,08/01/2011
925,0.1149,9600,60,211,16.44,0,89000,B,,2 years,RENT,Verified,10/01/2010
926,0.1562,7000,36,245,20.17,0,37000,D,,6 years,MORTGAGE,Source Verified,08/01/2011
927,0.0849,8000,60,164,25.97,0,53004,A,,10+ years,MORTGAGE,Not Verified,08/01/2011
928,0.0692,3600,36,111,13.57,0,55000,A,,4 years,MORTGAGE,Not Verified,04/01/2011
929,0.1565,4000,36,140,10.82,0,55000,D,,3 years,MORTGAGE,Not Verified,11/01/2009
930,0.1349,16000,60,368,13.65,0,51000,C,,3 years,RENT,Not Verified,12/01/2011
931,0.0662,5300,36,163,2.99,0,65000,A,,3 years,RENT,Source Verified,10/01/2011
932,0.1472,2100,36,73,11.86,0,34800,C,,1 year,RENT,Source Verified,07/01/2010
933,0.0542,7000,36,211,5.01,0,45000,A,,5 years,RENT,Source Verified,12/01/2010
934,0.1171,28000,36,926,7.51,1,62000,B,,10+ years,MORTGAGE,Verified,09/01/2011
935,0.0662,3000,36,92,3.3,0,88668,A,,2 years,MORTGAGE,Not Verified,06/01/2011
936,0.1221,7750,36,258,17.78,0,41700,B,,7 years,MORTGAGE,Not Verified,04/01/2009
937,0.1284,1400,36,47,17.68,0,4888,C,,< 1 year,OWN,Not Verified,07/01/2009
938,0.1361,7000,36,238,13.23,0,81000,C,,8 years,RENT,Source Verified,08/01/2010
939,0.1099,21000,60,456,5.97,0,92000,B,,4 years,RENT,Verified,08/01/2011
940,0.0962,12000,36,385,13.76,0,50400,B,,5 years,MORTGAGE,Source Verified,01/01/2011
941,0.1399,20000,60,465,7.46,1,65000,C,,n/a,OWN,Verified,05/01/2011
942,0.0751,6000,36,187,11.85,0,97500,A,,3 years,MORTGAGE,Not Verified,04/01/2010
943,0.1038,13800,36,448,20.18,0,51492,B,,2 years,MORTGAGE,Not Verified,10/01/2010
944,0.1099,11400,36,373,10.12,0,58800,B,,n/a,MORTGAGE,Source Verified,09/01/2011
945,0.1677,30000,60,742,15.57,0,81996,E,,8 years,MORTGAGE,Not Verified,04/01/2011
946,0.1242,6000,36,200,24.99,0,37500,B,,6 years,RENT,Verified,11/01/2011
947,0.1839,20000,60,512,7.78,0,115000,E,,8 years,MORTGAGE,Not Verified,07/01/2011
948,0.0714,4500,36,139,20.81,0,32640,A,,3 years,RENT,Source Verified,07/01/2010
949,0.1075,5000,60,108,19.78,0,25000,B,,< 1 year,MORTGAGE,Not Verified,08/01/2010
950,0.1311,20000,36,675,11.6,0,90000,C,,2 years,MORTGAGE,Not Verified,02/01/2010
951,0.1442,6950,36,239,18,0,25000,D,,< 1 year,RENT,Source Verified,02/01/2009
952,0.1558,8500,36,297,15.85,0,43000,D,,5 years,RENT,Not Verified,09/01/2010
953,0.1306,15000,36,506,14.8,0,48000,C,,2 years,OWN,Verified,02/01/2011
954,0.1854,16000,60,411,20.01,2,83000,F,,10+ years,OWN,Verified,01/01/2011
955,0.0963,1000,36,32,23.51,0,28176,B,,3 years,OWN,Source Verified,03/01/2011
956,0.0963,7000,36,225,10.35,0,48000,A,,10+ years,RENT,Not Verified,04/01/2009
957,0.1537,9000,36,314,6.27,0,35000,D,,5 years,RENT,Source Verified,04/01/2009
958,0.1199,14000,60,311,14.01,0,55000,B,,3 years,MORTGAGE,Source Verified,06/01/2011
959,0.089,13000,36,413,14.59,0,25000,A,,< 1 year,RENT,Source Verified,11/01/2011
960,0.0691,16000,36,493,21.63,0,70000,A,,10+ years,MORTGAGE,Verified,11/01/2010
961,0.0662,17000,36,522,24.73,0,44004,A,,10+ years,OWN,Verified,10/01/2011
962,0.0991,12000,36,387,12.18,0,33600,B,,5 years,RENT,Not Verified,09/01/2011
963,0.0749,10000,36,311,10.72,0,80000,A,,2 years,MORTGAGE,Source Verified,05/01/2011
964,0.0859,13000,36,411,17.96,0,56004,A,,3 years,MORTGAGE,Source Verified,08/01/2009
965,0.0542,4000,36,121,11.53,0,48000,A,,10+ years,MORTGAGE,Source Verified,06/01/2011
966,0.0617,6000,36,183,15.29,0,54000,A,,1 year,MORTGAGE,Source Verified,12/01/2010
967,0.1171,15000,36,496,18.84,0,53808,B,,4 years,MORTGAGE,Source Verified,11/01/2011
968,0.1149,20950,60,461,25.8,0,46551,B,,10+ years,MORTGAGE,Verified,09/01/2011
969,0.0691,5000,36,154,12.78,0,89000,A,,3 years,MORTGAGE,Source Verified,11/01/2010
970,0.1189,8500,36,282,18.06,0,63996,B,,2 years,RENT,Not Verified,06/01/2009
971,0.0999,7000,36,226,15.32,0,52000,B,,8 years,MORTGAGE,Not Verified,08/01/2011
972,0.0999,10625,36,343,29.2,0,39000,B,,5 years,RENT,Source Verified,08/01/2011
973,0.1349,5500,36,187,4.18,0,85000,C,,7 years,MORTGAGE,Not Verified,09/01/2011
974,0.1349,5600,36,190,24.04,0,30000,C,,< 1 year,RENT,Source Verified,12/01/2011
975,0.0749,7000,36,218,13.16,0,29000,A,,10+ years,OWN,Source Verified,05/01/2011
976,0.0579,6000,36,182,7.89,0,40000,A,,3 years,MORTGAGE,Not Verified,11/01/2010
977,0.1287,24250,36,816,13.7,0,168750,C,,10+ years,RENT,Verified,11/01/2009
978,0.1299,11525,36,388,21.07,0,41000,C,,4 years,RENT,Source Verified,06/01/2011
979,0.1774,12000,36,432,24.13,0,65000,E,,2 years,OWN,Source Verified,10/01/2009
980,0.1242,12000,36,401,6.3,0,60000,B,,< 1 year,RENT,Source Verified,12/01/2011
981,0.0849,4000,36,126,6.8,0,75000,A,,2 years,RENT,Source Verified,05/01/2011
982,0.0714,5000,36,155,20.74,0,60000,A,,n/a,MORTGAGE,Not Verified,04/01/2010
983,0.1465,10225,36,353,20.54,0,50000,C,,4 years,RENT,Verified,10/01/2011
984,0.1099,7800,36,255,17.95,0,74000,B,,10+ years,MORTGAGE,Not Verified,07/01/2011
985,0.0639,4500,36,138,10.63,0,51372,A,,n/a,RENT,Not Verified,08/01/2010
986,0.0775,4000,36,125,1.33,0,57600,A,,1 year,RENT,Not Verified,02/01/2008
987,0.1398,15000,36,513,20.66,1,51992,C,,9 years,MORTGAGE,Not Verified,06/01/2010
988,0.1459,6000,36,207,9.61,0,54700,D,,< 1 year,RENT,Not Verified,03/01/2010
989,0.1595,7800,60,189,13.03,0,120000,E,,1 year,RENT,Source Verified,11/01/2010
990,0.1,20500,36,661,17.49,0,84000,B,,10+ years,MORTGAGE,Verified,02/01/2011
991,0.1491,15000,60,356,12.66,0,40000,D,,5 years,RENT,Source Verified,01/01/2011
992,0.1461,11000,36,379,12.7,0,69000,D,,5 years,RENT,Verified,08/01/2009
993,0.1751,9600,60,241,14.54,1,42000,E,,10+ years,MORTGAGE,Not Verified,04/01/2011
994,0.0999,3800,36,123,24.02,0,48000,B,,10+ years,MORTGAGE,Not Verified,11/01/2010
995,0.1689,35000,60,868,14.73,0,92000,D,,10+ years,MORTGAGE,Verified,06/01/2011
996,0.1114,10400,36,341,9.2,0,42000,B,,< 1 year,OWN,Not Verified,11/01/2009
997,0.0832,4075,36,128,1.25,0,19200,A,,< 1 year,RENT,Not Verified,04/01/2008
998,0.1149,20000,36,659,20.95,0,50004,B,,3 years,RENT,Verified,07/01/2010
999,0.1349,5500,36,187,10.56,0,57000,C,,3 years,RENT,Verified,06/01/2011
1000,0.1523,35000,60,837,25.13,0,65000,C,,10+ years,MORTGAGE,Verified,05/01/2011
1001,0.1311,10000,36,337,20.99,0,83400,C,,2 years,MORTGAGE,Verified,04/01/2010
1002,0.2025,28000,60,746,15.77,0,72000,F,,10+ years,RENT,Verified,08/01/2011
1003,0.0963,35000,36,"1,123",3.46,0,275000,B,,10+ years,MORTGAGE,Verified,03/01/2011
1004,0.1361,25000,60,577,12.94,0,206000,C,,5 years,MORTGAGE,Verified,08/01/2010
1005,0.1038,8000,60,171,19.8,0,28000,B,,2 years,RENT,Source Verified,10/01/2010
1006,0.1136,8000,36,263,17.83,1,36000,B,,3 years,RENT,Verified,04/01/2010
1007,0.0617,18000,60,349,2.71,0,180415.44,A,,8 years,MORTGAGE,Source Verified,10/01/2010
1008,0.1287,25000,36,841,16.42,0,157500,C,,6 years,OWN,Verified,01/01/2010
1009,0.1322,14000,36,473,9.19,0,55000,C,,3 years,MORTGAGE,Not Verified,01/01/2010
1010,0.1111,7500,36,246,5.54,0,42000,B,,7 years,MORTGAGE,Not Verified,03/01/2011
1011,0.074,2000,36,62,4.53,0,44000,A,,2 years,MORTGAGE,Not Verified,11/01/2009
1012,0.1825,4800,60,123,5.73,0,66000,D,,1 year,RENT,Source Verified,11/01/2011
1013,0.1727,12000,60,300,20.51,1,36048,D,,2 years,RENT,Not Verified,12/01/2011
1014,0.0662,15000,36,461,2.97,0,108000,A,,8 years,MORTGAGE,Source Verified,10/01/2011
1015,0.1379,16000,36,545,10.95,0,80000,C,,< 1 year,RENT,Verified,02/01/2009
1016,0.0542,2000,36,60,8.09,0,35000,A,,10+ years,MORTGAGE,Not Verified,09/01/2011
1017,0.0976,10000,36,322,3.22,0,38000,B,,< 1 year,RENT,Not Verified,02/01/2008
1018,0.1521,16800,60,402,13.13,0,88936,D,,2 years,MORTGAGE,Not Verified,07/01/2010
1019,0.1099,28000,36,917,15.49,0,146990.04,B,,< 1 year,MORTGAGE,Verified,05/01/2011
1020,0.0932,4000,36,128,2.77,0,98000,A,,3 years,RENT,Not Verified,05/01/2009
1021,0.1306,20000,36,674,10.67,0,75000,C,,< 1 year,MORTGAGE,Verified,02/01/2011
1022,0.2025,3600,60,96,16.12,0,55000,F,,10+ years,MORTGAGE,Not Verified,05/01/2011
1023,0.1867,7000,60,180,4.62,0,27000,F,,4 years,RENT,Source Verified,06/01/2010
1024,0.1065,12000,36,391,16.98,0,60000,B,,3 years,MORTGAGE,Not Verified,11/01/2011
1025,0.1099,6000,36,196,21.56,0,95610,B,,10+ years,MORTGAGE,Not Verified,08/01/2011
1026,0.1969,8400,60,221,9.87,0,27000,E,,5 years,RENT,Source Verified,07/01/2011
1027,0.1749,6000,60,151,19.36,0,30000,D,,5 years,RENT,Source Verified,05/01/2011
1028,0.1465,20000,60,472,20.96,0,60000,C,,4 years,MORTGAGE,Verified,09/01/2011
1029,0.079,14000,36,438,19.74,0,45600,A,,10+ years,OWN,Not Verified,12/01/2011
1030,0.1862,10800,60,278,8.85,1,35918.4,F,,10+ years,RENT,Verified,03/01/2011
1031,0.1186,10750,60,238,18.56,0,60000,B,,7 years,MORTGAGE,Verified,09/01/2010
1032,0.1038,18750,36,608,16.58,0,70000,B,,2 years,RENT,Source Verified,09/01/2010
1033,0.1059,1450,60,31,29,0,24000,B,,5 years,OWN,Not Verified,05/01/2011
1034,0.1287,3500,36,118,9.34,0,74000,C,,1 year,RENT,Verified,11/01/2009
1035,0.1059,14000,36,456,14.68,0,90000,B,,6 years,MORTGAGE,Source Verified,08/01/2011
1036,0.0751,9000,36,280,13.09,0,52260,A,,4 years,MORTGAGE,Not Verified,09/01/2011
1037,0.1186,4750,36,157,23.74,0,22440,B,,10+ years,OWN,Verified,08/01/2010
1038,0.1025,20000,36,648,17.51,0,94000,B,,5 years,MORTGAGE,Not Verified,03/01/2010
1039,0.1199,12000,36,399,22.98,0,37596,B,,3 years,MORTGAGE,Not Verified,05/01/2011
1040,0.089,6000,36,191,9.34,0,100000,A,,10+ years,MORTGAGE,Not Verified,11/01/2011
1041,0.1149,1200,36,40,20.54,0,75000,B,,10+ years,MORTGAGE,Verified,07/01/2010
1042,0.089,6000,36,191,1.05,0,24000,A,,1 year,OWN,Source Verified,11/01/2011
1043,0.1099,35000,60,761,12.5,0,60000,B,,< 1 year,MORTGAGE,Source Verified,08/01/2011
1044,0.1059,12000,36,391,17.02,0,74400,B,,7 years,MORTGAGE,Verified,08/01/2011
1045,0.0599,4300,36,131,18.4,0,27000,A,,4 years,MORTGAGE,Source Verified,04/01/2011
1046,0.1348,12000,36,407,19.91,0,37920,C,,2 years,RENT,Not Verified,03/01/2010
1047,0.0579,8500,36,258,9.87,0,90000,A,,10+ years,OWN,Not Verified,12/01/2010
1048,0.1442,15000,36,516,15.61,0,105000,D,,10+ years,MORTGAGE,Verified,02/01/2009
1049,0.0691,16000,60,316,13,0,96000,A,,7 years,MORTGAGE,Verified,11/01/2010
1050,0.1269,14000,36,470,19.64,0,95000,B,,< 1 year,RENT,Verified,09/01/2011
1051,0.1714,10000,60,249,13.14,0,65000,E,,1 year,RENT,Source Verified,04/01/2011
1052,0.1355,17350,36,589,18.52,0,44000,D,,6 years,OWN,Not Verified,02/01/2008
1053,0.1186,8000,36,265,12.3,1,100000,B,,10+ years,MORTGAGE,Verified,07/01/2010
1054,0.079,5150,36,161,0,0,68000,A,,7 years,RENT,Verified,11/01/2011
1055,0.1864,19000,60,489,18.03,0,75000,E,,6 years,MORTGAGE,Source Verified,10/01/2011
1056,0.1114,11000,36,361,8.35,0,88000,B,,7 years,MORTGAGE,Not Verified,10/01/2009
1057,0.0542,3275,36,99,24.88,0,100000,A,,10+ years,MORTGAGE,Not Verified,08/01/2011
1058,0.0932,4200,36,134,3.33,0,75000,A,,< 1 year,MORTGAGE,Not Verified,01/01/2009
1059,0.0676,5000,36,154,8.21,0,45000,A,,10+ years,MORTGAGE,Not Verified,05/01/2010
1060,0.0888,6000,36,190,22.37,0,98056,B,,10+ years,MORTGAGE,Not Verified,01/01/2011
1061,0.1183,13000,36,431,12.87,0,84000,B,,3 years,RENT,Not Verified,01/01/2010
1062,0.1969,18800,60,495,12.98,0,50000,E,,8 years,OWN,Verified,08/01/2011
1063,0.1186,4000,36,133,19.99,0,50000,B,,2 years,MORTGAGE,Not Verified,06/01/2010
1064,0.1929,25000,36,920,14.77,0,92000,F,,10+ years,MORTGAGE,Source Verified,10/01/2010
1065,0.1793,14500,60,368,19.4,1,40200,E,,10+ years,RENT,Verified,07/01/2010
1066,0.0599,4000,36,122,2.63,0,69000,A,,7 years,MORTGAGE,Not Verified,07/01/2011
1067,0.0542,5050,36,152,8.16,0,74000,A,,4 years,RENT,Source Verified,04/01/2011
1068,0.0691,8000,36,247,15.55,0,25000,A,,5 years,RENT,Not Verified,12/01/2010
1069,0.1186,5000,36,166,9.76,0,30996,B,,2 years,OWN,Not Verified,09/01/2010
1070,0.0542,2100,36,63,5.86,0,35000,A,,10+ years,MORTGAGE,Not Verified,07/01/2011
1071,0.1427,30000,60,702,21.25,0,62000,C,,10+ years,RENT,Verified,12/01/2011
1072,0.1323,7000,36,237,21.33,3,47200,C,,1 year,MORTGAGE,Source Verified,10/01/2010
1073,0.1558,12000,60,289,2.52,1,99000,D,,10+ years,MORTGAGE,Verified,07/01/2010
1074,0.1111,6000,60,131,7.32,0,70000,B,,10+ years,MORTGAGE,Verified,01/01/2011
1075,0.1136,15000,36,494,23.86,0,51000,B,,2 years,MORTGAGE,Not Verified,05/01/2010
1076,0.102,15000,36,485,12.87,1,30200,B,,10+ years,MORTGAGE,Not Verified,11/01/2008
1077,0.1171,31300,36,"1,035",18.58,0,58000,B,,5 years,MORTGAGE,Verified,10/01/2011
1078,0.0579,7200,36,218,16.86,0,60000,A,,3 years,RENT,Source Verified,01/01/2011
1079,0.1527,5600,36,195,4.8,0,46000,C,,10+ years,RENT,Verified,11/01/2011
1080,0.1677,19200,60,475,21.21,0,65000,D,,9 years,MORTGAGE,Source Verified,10/01/2011
1081,0.089,5000,36,159,3.68,0,76000,A,,< 1 year,RENT,Source Verified,11/01/2011
1082,0.1361,24000,60,554,19.45,0,78000,C,,7 years,RENT,Verified,06/01/2010
1083,0.1229,12200,36,407,9.31,0,38400,C,,< 1 year,OWN,Not Verified,03/01/2008
1084,0.0714,4200,36,130,8.57,0,63000,A,,7 years,MORTGAGE,Not Verified,02/01/2010
1085,0.1075,6000,36,196,9.72,0,52000,B,,2 years,OWN,Source Verified,06/01/2010
1086,0.1273,12000,36,403,2.51,0,96000,C,,4 years,MORTGAGE,Not Verified,02/01/2010
1087,0.1166,5000,36,165,3.53,0,69600,C,,3 years,MORTGAGE,Not Verified,04/01/2008
1088,0.0888,3000,36,95,20.07,0,39828,B,,n/a,OWN,Verified,11/01/2010
1089,0.1942,12000,60,314,20.94,0,42000,E,,10+ years,MORTGAGE,Verified,10/01/2011
1090,0.0749,15000,36,467,8.37,0,250000,A,,10+ years,MORTGAGE,Source Verified,08/01/2011
1091,0.1727,13000,36,465,10.9,0,36000,D,,10+ years,RENT,Verified,12/01/2011
1092,0.1099,10000,36,327,23.46,0,80000,B,,2 years,MORTGAGE,Verified,08/01/2011
1093,0.1,5000,36,161,15.53,0,54000,B,,10+ years,RENT,Not Verified,02/01/2011
1094,0.0699,8000,36,247,12.8,0,78000,A,,3 years,MORTGAGE,Not Verified,07/01/2011
1095,0.1743,25000,60,627,24.87,0,108000,E,,2 years,MORTGAGE,Verified,11/01/2010
1096,0.0766,5750,60,116,20.68,0,23328,A,,10+ years,MORTGAGE,Source Verified,05/01/2011
1097,0.079,6000,36,188,4.07,1,170000,A,,10+ years,MORTGAGE,Source Verified,12/01/2011
1098,0.1645,15500,36,548,0.68,0,415000,E,,2 years,MORTGAGE,Not Verified,04/01/2010
1099,0.0676,7500,36,231,4.08,0,59436,A,,1 year,MORTGAGE,Source Verified,06/01/2010
1100,0.0603,6000,36,183,5.6,0,30000,A,,n/a,MORTGAGE,Source Verified,11/01/2011
1101,0.1171,12500,36,413,17.32,0,58000,B,,3 years,RENT,Source Verified,12/01/2011
1102,0.1218,10600,36,353,8.49,1,94000,B,,3 years,RENT,Not Verified,01/01/2010
1103,0.1461,5000,36,172,16.57,0,36000,D,,4 years,OWN,Not Verified,12/01/2009
1104,0.1527,14000,60,335,9.09,0,80000,C,,5 years,RENT,Not Verified,10/01/2011
1105,0.0963,7000,36,225,22.84,0,66000,B,,6 years,MORTGAGE,Verified,01/01/2011
1106,0.1558,15200,60,366,19.22,0,145000,D,,2 years,MORTGAGE,Not Verified,06/01/2010
1107,0.1484,12000,36,415,16.56,0,95142,D,,10+ years,MORTGAGE,Source Verified,06/01/2010
1108,0.1479,9600,36,332,18.73,0,67775,C,,3 years,MORTGAGE,Not Verified,05/01/2011
1109,0.1197,3975,36,132,15.51,0,17721,C,,< 1 year,OWN,Not Verified,02/01/2008
1110,0.1229,1925,36,64,11.1,0,60000,C,,5 years,RENT,Not Verified,06/01/2008
1111,0.0991,10000,36,322,15.42,1,78000,B,,7 years,MORTGAGE,Not Verified,10/01/2011
1112,0.1074,15000,60,324,22.39,0,80000,B,,4 years,MORTGAGE,Verified,03/01/2011
1113,0.0714,6500,36,201,0.54,0,33600,A,,10+ years,MORTGAGE,Not Verified,03/01/2010
1114,0.0751,8000,36,249,19.58,0,75000,A,,1 year,MORTGAGE,Not Verified,03/01/2010
1115,0.1677,5000,36,178,23.82,0,82000,D,,5 years,MORTGAGE,Verified,09/01/2011
1116,0.0849,5425,36,171,21.16,0,76000,A,,10+ years,MORTGAGE,Not Verified,08/01/2011
1117,0.1059,3000,36,98,21.5,0,50000,B,,2 years,MORTGAGE,Not Verified,05/01/2011
1118,0.0699,1000,36,31,17.26,0,52000,A,,1 year,MORTGAGE,Source Verified,06/01/2011
1119,0.0751,5500,36,171,8.77,0,97200,A,,2 years,MORTGAGE,Not Verified,09/01/2010
1120,0.1059,8000,36,260,12,2,44000,B,,10+ years,MORTGAGE,Not Verified,07/01/2011
1121,0.1427,30000,36,"1,029",17.8,0,60000,C,,3 years,MORTGAGE,Verified,11/01/2011
1122,0.1465,12000,60,283,22.18,0,35000,C,,1 year,RENT,Not Verified,12/01/2011
1123,0.1112,1500,36,49,20.57,0,21408,B,,n/a,MORTGAGE,Not Verified,08/01/2010
1124,0.1379,7200,36,245,18.57,0,39480,C,,2 years,MORTGAGE,Source Verified,02/01/2009
1125,0.1749,3200,36,115,1.37,0,35004,D,,< 1 year,RENT,Source Verified,05/01/2011
1126,0.1335,4800,60,110,12.28,1,30000,C,,10+ years,RENT,Verified,11/01/2010
1127,0.1521,25000,60,598,18.75,0,170000,D,,< 1 year,MORTGAGE,Not Verified,08/01/2010
1128,0.1268,15600,60,352,16.88,0,120000,C,,10+ years,MORTGAGE,Verified,04/01/2011
1129,0.1523,10000,36,348,8.34,2,38400,C,,5 years,RENT,Not Verified,08/01/2011
1130,0.1409,4900,36,168,23.96,0,60000,D,,10+ years,MORTGAGE,Source Verified,01/01/2011
1131,0.1183,1250,36,41,21.4,0,29500,B,,4 years,OWN,Not Verified,08/01/2009
1132,0.1269,12000,60,271,17.62,0,60000,B,,3 years,OWN,Source Verified,12/01/2011
1133,0.1171,2500,36,83,17.65,2,68000,B,,7 years,MORTGAGE,Source Verified,09/01/2011
1134,0.1065,6200,36,202,19.95,0,24000,B,,10+ years,MORTGAGE,Not Verified,12/01/2011
1135,0.1189,20000,36,663,17.33,0,44600,B,,5 years,MORTGAGE,Verified,04/01/2009
